line,champion1,champion2,winning_rage,match_count
Jungle,Camille,Master Yi,47.27,55
Jungle,Camille,Ekko,44.23,52
Middle,Camille,Aatrox,51.95,"1,126"
Middle,Camille,Sett,49.46,934
Middle,Camille,Sylas,49.22,774
Middle,Camille,Renekton,47.63,634
Middle,Camille,Shen,46.75,554
Middle,Camille,Irelia,53.23,526
Middle,Camille,Fiora,53.36,476
Middle,Camille,Akali,52.98,470
Middle,Camille,Garen,55.26,409
Middle,Camille,Lee Sin,49,400
Middle,Camille,Ornn,48.28,379
Middle,Camille,Darius,44.54,366
Middle,Camille,Gwen,51.66,362
Middle,Camille,Jax,50.28,358
Middle,Camille,Jayce,51.82,357
Middle,Camille,Malphite,46.59,352
Middle,Camille,Mordekaiser,45.82,323
Middle,Camille,Gnar,49.36,312
Middle,Camille,Kayle,44.93,276
Middle,Camille,Riven,51.16,258
Middle,Camille,Volibear,47.2,250
Middle,Camille,Vladimir,50,240
Middle,Camille,Poppy,48.91,229
Middle,Camille,Wukong,54.29,210
Middle,Camille,Rumble,51.44,208
Middle,Camille,Sion,51.24,201
Middle,Camille,Nasus,46.5,200
Middle,Camille,Kennen,52.2,159
Middle,Camille,Vayne,48.41,157
Middle,Camille,Kled,55.84,154
Middle,Camille,Urgot,51.97,152
Middle,Camille,Teemo,43.33,150
Middle,Camille,Gangplank,48.3,147
Middle,Camille,Tryndamere,48.85,131
Middle,Camille,Viego,46.72,122
Middle,Camille,Lucian,55.08,118
Middle,Camille,Illaoi,49.54,109
Middle,Camille,Maokai,44.12,102
Middle,Camille,Cho'Gath,47.37,95
Middle,Camille,Rengar,52.63,95
Middle,Camille,Yasuo,52.13,94
Middle,Camille,Warwick,54.55,88
Middle,Camille,Ryze,44.71,85
Middle,Camille,Zac,59.04,83
Middle,Camille,Nocturne,42.67,75
Middle,Camille,Dr. Mundo,53.52,71
Middle,Camille,Heimerdinger,47.83,69
Middle,Camille,Quinn,55.56,63
Middle,Camille,Singed,36.51,63
Middle,Camille,Kalista,63.93,61
Middle,Camille,Yone,43.4,53
Middle,Camille,Yorick,52.94,51
Middle,Cassiopeia,Sylas,54.12,534
Middle,Cassiopeia,Zed,45.24,347
Middle,Cassiopeia,Yasuo,54.04,285
Middle,Cassiopeia,Akali,47.62,273
Middle,Cassiopeia,Katarina,49.26,272
Middle,Cassiopeia,Yone,47.58,248
Middle,Cassiopeia,Talon,45.34,236
Middle,Cassiopeia,LeBlanc,52.34,235
Middle,Cassiopeia,Xerath,39.47,228
Middle,Cassiopeia,Viktor,49.74,193
Middle,Cassiopeia,Lucian,50,172
Middle,Cassiopeia,Twisted Fate,51.46,171
Middle,Cassiopeia,Irelia,51.59,157
Middle,Cassiopeia,Vladimir,53.85,156
Middle,Cassiopeia,Viego,50,152
Middle,Cassiopeia,Pantheon,46.15,143
Middle,Cassiopeia,Galio,44.27,131
Middle,Cassiopeia,Orianna,53.72,121
Middle,Cassiopeia,Fizz,50,116
Middle,Cassiopeia,Qiyana,48.11,106
Middle,Cassiopeia,Ahri,40.38,104
Middle,Cassiopeia,Lux,47.92,96
Middle,Cassiopeia,Diana,50.54,93
Middle,Cassiopeia,Anivia,53.85,91
Middle,Cassiopeia,Zoe,50,88
Middle,Cassiopeia,Ekko,55.29,85
Middle,Cassiopeia,Syndra,45,80
Middle,Cassiopeia,Rumble,50,60
Middle,Cassiopeia,Kassadin,44.07,59
Middle,Cassiopeia,Sett,49.09,55
Middle,Cassiopeia,Malzahar,45.45,55
Middle,Cassiopeia,Ryze,61.54,52
Top,Cho'Gath,Sylas,46.39,429
Top,Cho'Gath,Sett,47.63,422
Top,Cho'Gath,Aatrox,52.25,356
Top,Cho'Gath,Shen,43.73,295
Top,Cho'Gath,Akali,52.1,238
Top,Cho'Gath,Malphite,52.59,232
Top,Cho'Gath,Renekton,54.05,222
Top,Cho'Gath,Irelia,55,220
Top,Cho'Gath,Ornn,48.19,193
Top,Cho'Gath,Darius,52.43,185
Top,Cho'Gath,Jayce,55.25,181
Top,Cho'Gath,Mordekaiser,50,174
Top,Cho'Gath,Garen,60.12,173
Top,Cho'Gath,Fiora,48.75,160
Top,Cho'Gath,Gnar,48.72,156
Top,Cho'Gath,Gwen,45.39,152
Top,Cho'Gath,Vayne,40.28,144
Top,Cho'Gath,Lee Sin,51.06,141
Top,Cho'Gath,Teemo,53.44,131
Top,Cho'Gath,Kennen,52.76,127
Top,Cho'Gath,Jax,47.97,123
Top,Cho'Gath,Vladimir,59.02,122
Top,Cho'Gath,Sion,43.8,121
Top,Cho'Gath,Kayle,41.67,120
Top,Cho'Gath,Volibear,50.88,114
Top,Cho'Gath,Nasus,45.1,102
Top,Cho'Gath,Riven,52.58,97
Top,Cho'Gath,Rumble,60.42,96
Top,Cho'Gath,Poppy,57.29,96
Top,Cho'Gath,Camille,52.63,95
Top,Cho'Gath,Urgot,43.24,74
Top,Cho'Gath,Wukong,61.19,67
Top,Cho'Gath,Gangplank,59.68,62
Top,Cho'Gath,Kled,53.85,52
Top,Cho'Gath,Dr. Mundo,42,50
Middle,Cho'Gath,Sylas,46.39,429
Middle,Cho'Gath,Sett,47.63,422
Middle,Cho'Gath,Aatrox,52.25,356
Middle,Cho'Gath,Shen,43.73,295
Middle,Cho'Gath,Akali,52.1,238
Middle,Cho'Gath,Malphite,52.59,232
Middle,Cho'Gath,Renekton,54.05,222
Middle,Cho'Gath,Irelia,55,220
Middle,Cho'Gath,Ornn,48.19,193
Middle,Cho'Gath,Darius,52.43,185
Middle,Cho'Gath,Jayce,55.25,181
Middle,Cho'Gath,Mordekaiser,50,174
Middle,Cho'Gath,Garen,60.12,173
Middle,Cho'Gath,Fiora,48.75,160
Middle,Cho'Gath,Gnar,48.72,156
Middle,Cho'Gath,Gwen,45.39,152
Middle,Cho'Gath,Vayne,40.28,144
Middle,Cho'Gath,Lee Sin,51.06,141
Middle,Cho'Gath,Teemo,53.44,131
Middle,Cho'Gath,Kennen,52.76,127
Middle,Cho'Gath,Jax,47.97,123
Middle,Cho'Gath,Vladimir,59.02,122
Middle,Cho'Gath,Sion,43.8,121
Middle,Cho'Gath,Kayle,41.67,120
Middle,Cho'Gath,Volibear,50.88,114
Middle,Cho'Gath,Nasus,45.1,102
Middle,Cho'Gath,Riven,52.58,97
Middle,Cho'Gath,Rumble,60.42,96
Middle,Cho'Gath,Poppy,57.29,96
Middle,Cho'Gath,Camille,52.63,95
Middle,Cho'Gath,Urgot,43.24,74
Middle,Cho'Gath,Wukong,61.19,67
Middle,Cho'Gath,Gangplank,59.68,62
Middle,Cho'Gath,Kled,53.85,52
Middle,Cho'Gath,Dr. Mundo,42,50
Middle,Corki,Sylas,49.14,350
Middle,Corki,Akali,58.23,316
Middle,Corki,Yasuo,52.78,288
Middle,Corki,LeBlanc,52.11,261
Middle,Corki,Yone,51.21,248
Middle,Corki,Zed,43.28,238
Middle,Corki,Katarina,45.85,229
Middle,Corki,Talon,46.43,196
Middle,Corki,Viktor,46.24,186
Middle,Corki,Twisted Fate,48.65,185
Middle,Corki,Xerath,47.7,174
Middle,Corki,Lucian,50.29,173
Middle,Corki,Galio,62.33,146
Middle,Corki,Ahri,55.71,140
Middle,Corki,Irelia,52.17,138
Middle,Corki,Viego,58.46,130
Middle,Corki,Qiyana,50.78,128
Middle,Corki,Vladimir,47.79,113
Middle,Corki,Anivia,54.05,111
Middle,Corki,Zoe,60,100
Middle,Corki,Orianna,50.51,99
Middle,Corki,Pantheon,52.58,97
Middle,Corki,Lux,43.33,90
Middle,Corki,Diana,42.68,82
Middle,Corki,Ekko,48.61,72
Middle,Corki,Fizz,38.71,62
Middle,Corki,Kassadin,50,60
Middle,Corki,Rumble,58.33,60
Middle,Corki,Malzahar,59.62,52
Middle,Corki,Ryze,44,50
Top,Darius,Sett,47.98,"2,328"
Top,Darius,Aatrox,49.83,"1,768"
Top,Darius,Sylas,52.88,"1,543"
Top,Darius,Renekton,52.06,"1,333"
Top,Darius,Irelia,49.17,"1,208"
Top,Darius,Shen,52.13,"1,195"
Top,Darius,Akali,50.41,986
Top,Darius,Garen,50.62,968
Top,Darius,Malphite,45.78,865
Top,Darius,Mordekaiser,47.2,839
Top,Darius,Ornn,46.31,827
Top,Darius,Lee Sin,47.94,751
Top,Darius,Gwen,44.81,732
Top,Darius,Volibear,47.27,696
Top,Darius,Jayce,47.69,692
Top,Darius,Fiora,49.55,672
Top,Darius,Jax,53.46,664
Top,Darius,Gnar,51.64,641
Top,Darius,Riven,42.86,637
Top,Darius,Vayne,52.36,573
Top,Darius,Wukong,47.3,537
Top,Darius,Teemo,46.92,520
Top,Darius,Kayle,51.98,481
Top,Darius,Rumble,49.68,475
Top,Darius,Nasus,50.54,467
Top,Darius,Vladimir,53.05,426
Top,Darius,Sion,53.54,396
Top,Darius,Kennen,48.95,380
Top,Darius,Camille,55.46,366
Top,Darius,Gangplank,55.18,357
Top,Darius,Kled,43.19,345
Top,Darius,Urgot,46.01,313
Top,Darius,Poppy,52.33,300
Top,Darius,Illaoi,46.31,298
Top,Darius,Tryndamere,48.85,262
Top,Darius,Maokai,45,260
Top,Darius,Quinn,47.47,257
Top,Darius,Lucian,52.34,256
Top,Darius,Warwick,48.93,233
Top,Darius,Dr. Mundo,57.07,205
Top,Darius,Viego,48.78,205
Top,Darius,Yasuo,45.59,204
Top,Darius,Yorick,48.7,193
Top,Darius,Rengar,46.28,188
Top,Darius,Cho'Gath,47.57,185
Top,Darius,Ryze,51.63,184
Top,Darius,Zac,44.23,156
Top,Darius,Trundle,54.3,151
Top,Darius,Nocturne,50.67,150
Top,Darius,Singed,52.74,146
Top,Darius,Kalista,65.03,143
Top,Darius,Heimerdinger,45.11,133
Top,Darius,Pantheon,50.39,127
Top,Darius,Yone,52.07,121
Jungle,Diana,Lee Sin,49.53,"7,514"
Jungle,Diana,Rumble,52.16,"2,780"
Jungle,Diana,Elise,48.89,"2,557"
Jungle,Diana,Kindred,48.75,"2,441"
Jungle,Diana,Viego,47.22,"2,355"
Jungle,Diana,Morgana,47.4,"2,266"
Jungle,Diana,Nidalee,54.85,"2,031"
Jungle,Diana,Kayn,49.04,"1,927"
Jungle,Diana,Shaco,46.91,"1,893"
Jungle,Diana,Xin Zhao,43.88,"1,805"
Jungle,Diana,Graves,54.88,"1,567"
Jungle,Diana,Nocturne,48.22,"1,491"
Jungle,Diana,Master Yi,49.14,"1,388"
Jungle,Diana,Ekko,49.24,"1,253"
Jungle,Diana,Kha'Zix,49.86,"1,069"
Jungle,Diana,Zac,49.27,"1,025"
Jungle,Diana,Nunu & Willump,47.31,968
Jungle,Diana,Evelynn,48.03,839
Jungle,Diana,Poppy,48.08,807
Jungle,Diana,Warwick,42.19,723
Jungle,Diana,Rek'Sai,49.18,669
Jungle,Diana,Fiddlesticks,50.45,662
Jungle,Diana,Rammus,50.67,598
Jungle,Diana,Jarvan IV,50.17,596
Jungle,Diana,Hecarim,57.03,526
Jungle,Diana,Volibear,46.09,512
Jungle,Diana,Udyr,49.8,508
Jungle,Diana,Vi,47.31,501
Jungle,Diana,Karthus,50.23,440
Jungle,Diana,Olaf,48.35,393
Jungle,Diana,Sejuani,44.76,382
Jungle,Diana,Lillia,54.96,373
Jungle,Diana,Taliyah,46.43,336
Jungle,Diana,Amumu,51.37,329
Jungle,Diana,Gragas,47.25,309
Jungle,Diana,Trundle,46.13,297
Jungle,Diana,Shyvana,49.07,269
Jungle,Diana,Gwen,51.31,267
Jungle,Diana,Rengar,51.11,225
Jungle,Diana,Jax,49.3,213
Jungle,Diana,Wukong,47.1,138
Jungle,Diana,Ivern,51.11,135
Jungle,Diana,Camille,52.08,96
Middle,Diana,Lee Sin,49.53,"7,514"
Middle,Diana,Rumble,52.16,"2,780"
Middle,Diana,Elise,48.89,"2,557"
Middle,Diana,Kindred,48.75,"2,441"
Middle,Diana,Viego,47.22,"2,355"
Middle,Diana,Morgana,47.4,"2,266"
Middle,Diana,Nidalee,54.85,"2,031"
Middle,Diana,Kayn,49.04,"1,927"
Middle,Diana,Shaco,46.91,"1,893"
Middle,Diana,Xin Zhao,43.88,"1,805"
Middle,Diana,Graves,54.88,"1,567"
Middle,Diana,Nocturne,48.22,"1,491"
Middle,Diana,Master Yi,49.14,"1,388"
Middle,Diana,Ekko,49.24,"1,253"
Middle,Diana,Kha'Zix,49.86,"1,069"
Middle,Diana,Zac,49.27,"1,025"
Middle,Diana,Nunu & Willump,47.31,968
Middle,Diana,Evelynn,48.03,839
Middle,Diana,Poppy,48.08,807
Middle,Diana,Warwick,42.19,723
Middle,Diana,Rek'Sai,49.18,669
Middle,Diana,Fiddlesticks,50.45,662
Middle,Diana,Rammus,50.67,598
Middle,Diana,Jarvan IV,50.17,596
Middle,Diana,Hecarim,57.03,526
Middle,Diana,Volibear,46.09,512
Middle,Diana,Udyr,49.8,508
Middle,Diana,Vi,47.31,501
Middle,Diana,Karthus,50.23,440
Middle,Diana,Olaf,48.35,393
Middle,Diana,Sejuani,44.76,382
Middle,Diana,Lillia,54.96,373
Middle,Diana,Taliyah,46.43,336
Middle,Diana,Amumu,51.37,329
Middle,Diana,Gragas,47.25,309
Middle,Diana,Trundle,46.13,297
Middle,Diana,Shyvana,49.07,269
Middle,Diana,Gwen,51.31,267
Middle,Diana,Rengar,51.11,225
Middle,Diana,Jax,49.3,213
Middle,Diana,Wukong,47.1,138
Middle,Diana,Ivern,51.11,135
Middle,Diana,Camille,52.08,96
Top,Dr. Mundo,Sett,51.28,470
Top,Dr. Mundo,Aatrox,47.15,316
Top,Dr. Mundo,Sylas,52.19,297
Top,Dr. Mundo,Akali,55.19,212
Top,Dr. Mundo,Darius,42.93,205
Top,Dr. Mundo,Shen,48.47,196
Top,Dr. Mundo,Irelia,50,190
Top,Dr. Mundo,Malphite,52.2,182
Top,Dr. Mundo,Renekton,54.75,179
Top,Dr. Mundo,Ornn,50,166
Top,Dr. Mundo,Lee Sin,52.94,153
Top,Dr. Mundo,Mordekaiser,51.97,152
Top,Dr. Mundo,Teemo,54.23,142
Top,Dr. Mundo,Garen,38.73,142
Top,Dr. Mundo,Gwen,49.19,124
Top,Dr. Mundo,Gnar,47.58,124
Top,Dr. Mundo,Vayne,40.68,118
Top,Dr. Mundo,Rumble,63.79,116
Top,Dr. Mundo,Vladimir,50.45,111
Top,Dr. Mundo,Kayle,46.3,108
Top,Dr. Mundo,Fiora,49.51,103
Top,Dr. Mundo,Jayce,55.45,101
Top,Dr. Mundo,Jax,47.92,96
Top,Dr. Mundo,Riven,40.66,91
Top,Dr. Mundo,Nasus,41.46,82
Top,Dr. Mundo,Camille,46.48,71
Top,Dr. Mundo,Kennen,52.86,70
Top,Dr. Mundo,Volibear,43.08,65
Top,Dr. Mundo,Urgot,48.44,64
Top,Dr. Mundo,Gangplank,68.33,60
Top,Dr. Mundo,Sion,53.7,54
Top,Dr. Mundo,Lucian,57.69,52
Top,Dr. Mundo,Cho'Gath,58,50
Bottom,Draven,Kai'Sa,48.51,"1,305"
Bottom,Draven,Ezreal,51.79,"1,203"
Bottom,Draven,Jinx,49.64,834
Bottom,Draven,Samira,47.2,589
Bottom,Draven,Jhin,46.37,524
Bottom,Draven,Caitlyn,46.07,484
Bottom,Draven,Vayne,51.04,384
Bottom,Draven,Tristana,44.92,374
Bottom,Draven,Varus,45.85,277
Bottom,Draven,Ashe,48.3,265
Bottom,Draven,Sivir,45.5,211
Bottom,Draven,Lucian,49.49,198
Bottom,Draven,Miss Fortune,47.37,190
Bottom,Draven,Xayah,43.69,103
Bottom,Draven,Kog'Maw,50,94
Bottom,Draven,Aphelios,61.11,90
Bottom,Draven,Kalista,51.28,78
Bottom,Draven,Twitch,46.03,63
Bottom,Draven,Senna,43.33,60
Jungle,Ekko,Lee Sin,48.72,"3,906"
Jungle,Ekko,Rumble,54.82,"1,390"
Jungle,Ekko,Diana,50.76,"1,253"
Jungle,Ekko,Kindred,49.2,"1,246"
Jungle,Ekko,Elise,47.54,"1,197"
Jungle,Ekko,Viego,51.74,"1,152"
Jungle,Ekko,Morgana,47.45,"1,117"
Jungle,Ekko,Nidalee,52.24,"1,003"
Jungle,Ekko,Shaco,47.46,965
Jungle,Ekko,Kayn,49.68,930
Jungle,Ekko,Xin Zhao,50.89,843
Jungle,Ekko,Graves,52.63,779
Jungle,Ekko,Nocturne,51.15,737
Jungle,Ekko,Master Yi,53.07,684
Jungle,Ekko,Zac,50.57,524
Jungle,Ekko,Kha'Zix,47.13,522
Jungle,Ekko,Nunu & Willump,48.71,466
Jungle,Ekko,Evelynn,48.54,412
Jungle,Ekko,Poppy,47.51,402
Jungle,Ekko,Warwick,49.04,365
Jungle,Ekko,Rammus,47.42,329
Jungle,Ekko,Rek'Sai,51.57,318
Jungle,Ekko,Jarvan IV,54.87,308
Jungle,Ekko,Fiddlesticks,50.17,291
Jungle,Ekko,Hecarim,58.11,265
Jungle,Ekko,Udyr,49.43,261
Jungle,Ekko,Volibear,60.26,234
Jungle,Ekko,Vi,44.93,227
Jungle,Ekko,Karthus,52.56,215
Jungle,Ekko,Lillia,55.73,192
Jungle,Ekko,Sejuani,46.45,183
Jungle,Ekko,Olaf,49.41,170
Jungle,Ekko,Amumu,46.15,169
Jungle,Ekko,Taliyah,46.3,162
Jungle,Ekko,Shyvana,50.96,157
Jungle,Ekko,Gragas,51.41,142
Jungle,Ekko,Trundle,55.65,124
Jungle,Ekko,Gwen,47.83,115
Jungle,Ekko,Rengar,48.57,105
Jungle,Ekko,Jax,45.92,98
Jungle,Ekko,Wukong,46.67,90
Jungle,Ekko,Ivern,38.89,54
Jungle,Ekko,Camille,55.77,52
Middle,Ekko,Lee Sin,48.72,"3,906"
Middle,Ekko,Rumble,54.82,"1,390"
Middle,Ekko,Diana,50.76,"1,253"
Middle,Ekko,Kindred,49.2,"1,246"
Middle,Ekko,Elise,47.54,"1,197"
Middle,Ekko,Viego,51.74,"1,152"
Middle,Ekko,Morgana,47.45,"1,117"
Middle,Ekko,Nidalee,52.24,"1,003"
Middle,Ekko,Shaco,47.46,965
Middle,Ekko,Kayn,49.68,930
Middle,Ekko,Xin Zhao,50.89,843
Middle,Ekko,Graves,52.63,779
Middle,Ekko,Nocturne,51.15,737
Middle,Ekko,Master Yi,53.07,684
Middle,Ekko,Zac,50.57,524
Middle,Ekko,Kha'Zix,47.13,522
Middle,Ekko,Nunu & Willump,48.71,466
Middle,Ekko,Evelynn,48.54,412
Middle,Ekko,Poppy,47.51,402
Middle,Ekko,Warwick,49.04,365
Middle,Ekko,Rammus,47.42,329
Middle,Ekko,Rek'Sai,51.57,318
Middle,Ekko,Jarvan IV,54.87,308
Middle,Ekko,Fiddlesticks,50.17,291
Middle,Ekko,Hecarim,58.11,265
Middle,Ekko,Udyr,49.43,261
Middle,Ekko,Volibear,60.26,234
Middle,Ekko,Vi,44.93,227
Middle,Ekko,Karthus,52.56,215
Middle,Ekko,Lillia,55.73,192
Middle,Ekko,Sejuani,46.45,183
Middle,Ekko,Olaf,49.41,170
Middle,Ekko,Amumu,46.15,169
Middle,Ekko,Taliyah,46.3,162
Middle,Ekko,Shyvana,50.96,157
Middle,Ekko,Gragas,51.41,142
Middle,Ekko,Trundle,55.65,124
Middle,Ekko,Gwen,47.83,115
Middle,Ekko,Rengar,48.57,105
Middle,Ekko,Jax,45.92,98
Middle,Ekko,Wukong,46.67,90
Middle,Ekko,Ivern,38.89,54
Middle,Ekko,Camille,55.77,52
Jungle,Elise,Lee Sin,52.29,"7,730"
Jungle,Elise,Rumble,53.66,"2,678"
Jungle,Elise,Diana,51.11,"2,557"
Jungle,Elise,Kindred,53.66,"2,516"
Jungle,Elise,Nidalee,55.07,"2,377"
Jungle,Elise,Morgana,50.12,"2,123"
Jungle,Elise,Shaco,48.83,"1,931"
Jungle,Elise,Viego,55.54,"1,923"
Jungle,Elise,Kayn,52.77,"1,823"
Jungle,Elise,Xin Zhao,50.7,"1,712"
Jungle,Elise,Graves,56.5,"1,499"
Jungle,Elise,Nocturne,51.1,"1,454"
Jungle,Elise,Ekko,52.46,"1,197"
Jungle,Elise,Master Yi,57.17,"1,165"
Jungle,Elise,Zac,49.9,"1,042"
Jungle,Elise,Kha'Zix,54.13,"1,040"
Jungle,Elise,Nunu & Willump,54.5,"1,011"
Jungle,Elise,Evelynn,50.31,797
Jungle,Elise,Warwick,50.28,702
Jungle,Elise,Poppy,53.84,691
Jungle,Elise,Fiddlesticks,49.55,670
Jungle,Elise,Jarvan IV,50,656
Jungle,Elise,Rek'Sai,52.77,631
Jungle,Elise,Hecarim,56.33,561
Jungle,Elise,Rammus,55.47,530
Jungle,Elise,Vi,43.58,530
Jungle,Elise,Karthus,52.4,500
Jungle,Elise,Volibear,49.2,498
Jungle,Elise,Udyr,53.54,495
Jungle,Elise,Olaf,52.26,486
Jungle,Elise,Taliyah,56.24,441
Jungle,Elise,Sejuani,51.79,419
Jungle,Elise,Lillia,56.81,382
Jungle,Elise,Amumu,48.96,335
Jungle,Elise,Gragas,52.55,333
Jungle,Elise,Shyvana,55.11,274
Jungle,Elise,Trundle,54.14,266
Jungle,Elise,Gwen,49.37,239
Jungle,Elise,Jax,54.82,197
Jungle,Elise,Rengar,55.68,185
Jungle,Elise,Ivern,47.47,158
Jungle,Elise,Wukong,52.32,151
Jungle,Elise,Camille,62.64,91
Jungle,Evelynn,Lee Sin,50.46,"2,184"
Jungle,Evelynn,Rumble,55.69,878
Jungle,Evelynn,Diana,51.97,839
Jungle,Evelynn,Kindred,51.87,827
Jungle,Evelynn,Viego,56.88,807
Jungle,Evelynn,Elise,49.69,797
Jungle,Evelynn,Morgana,51.83,764
Jungle,Evelynn,Nidalee,56.74,705
Jungle,Evelynn,Shaco,47.22,665
Jungle,Evelynn,Kayn,48.5,635
Jungle,Evelynn,Xin Zhao,49.68,622
Jungle,Evelynn,Nocturne,51.26,517
Jungle,Evelynn,Graves,53.19,517
Jungle,Evelynn,Master Yi,50,472
Jungle,Evelynn,Ekko,51.46,412
Jungle,Evelynn,Kha'Zix,53.71,404
Jungle,Evelynn,Nunu & Willump,53.33,345
Jungle,Evelynn,Zac,49.55,337
Jungle,Evelynn,Warwick,53.13,224
Jungle,Evelynn,Fiddlesticks,54.5,222
Jungle,Evelynn,Poppy,50,216
Jungle,Evelynn,Rek'Sai,49.76,209
Jungle,Evelynn,Jarvan IV,54.12,194
Jungle,Evelynn,Rammus,51.67,180
Jungle,Evelynn,Udyr,51.4,179
Jungle,Evelynn,Hecarim,49.7,167
Jungle,Evelynn,Karthus,51.2,166
Jungle,Evelynn,Vi,52.47,162
Jungle,Evelynn,Volibear,52.35,149
Jungle,Evelynn,Sejuani,53.28,137
Jungle,Evelynn,Olaf,54.76,126
Jungle,Evelynn,Amumu,54.7,117
Jungle,Evelynn,Lillia,56.14,114
Jungle,Evelynn,Taliyah,48.65,111
Jungle,Evelynn,Gragas,45.37,108
Jungle,Evelynn,Shyvana,57.29,96
Jungle,Evelynn,Trundle,50.6,83
Jungle,Evelynn,Rengar,50.67,75
Jungle,Evelynn,Jax,55.56,72
Jungle,Evelynn,Gwen,57.14,70
Jungle,Evelynn,Wukong,39.22,51
Bottom,Ezreal,Kai'Sa,47.42,"33,597"
Bottom,Ezreal,Jinx,48.97,"18,203"
Bottom,Ezreal,Samira,46.92,"16,787"
Bottom,Ezreal,Jhin,45.52,"13,738"
Bottom,Ezreal,Caitlyn,47.62,"11,637"
Bottom,Ezreal,Vayne,45.06,"10,672"
Bottom,Ezreal,Tristana,46.01,"9,081"
Bottom,Ezreal,Ashe,47.26,"6,479"
Bottom,Ezreal,Varus,47.59,"5,776"
Bottom,Ezreal,Lucian,50.03,"5,235"
Bottom,Ezreal,Sivir,45.69,"4,848"
Bottom,Ezreal,Miss Fortune,48.11,"4,837"
Bottom,Ezreal,Aphelios,52.4,"2,212"
Bottom,Ezreal,Kog'Maw,51.73,"2,024"
Bottom,Ezreal,Xayah,52.02,"1,976"
Bottom,Ezreal,Kalista,46.9,"1,629"
Bottom,Ezreal,Twitch,45.69,"1,403"
Bottom,Ezreal,Senna,50.11,"1,343"
Bottom,Ezreal,Draven,48.21,"1,203"
Bottom,Ezreal,Yasuo,46.52,"1,064"
Bottom,Ezreal,Swain,42.99,856
Bottom,Ezreal,Tahm Kench,45.78,498
Jungle,Fiddlesticks,Lee Sin,52.56,"1,775"
Jungle,Fiddlesticks,Rumble,55.47,741
Jungle,Fiddlesticks,Elise,50.45,670
Jungle,Fiddlesticks,Diana,49.55,662
Jungle,Fiddlesticks,Morgana,53.43,642
Jungle,Fiddlesticks,Kindred,53.55,633
Jungle,Fiddlesticks,Viego,57.07,566
Jungle,Fiddlesticks,Nidalee,55.9,551
Jungle,Fiddlesticks,Shaco,52.46,509
Jungle,Fiddlesticks,Kayn,53.18,472
Jungle,Fiddlesticks,Xin Zhao,45.89,401
Jungle,Fiddlesticks,Nocturne,49.09,385
Jungle,Fiddlesticks,Graves,55.78,346
Jungle,Fiddlesticks,Master Yi,55.21,326
Jungle,Fiddlesticks,Zac,51.16,301
Jungle,Fiddlesticks,Ekko,49.83,291
Jungle,Fiddlesticks,Kha'Zix,52.82,284
Jungle,Fiddlesticks,Nunu & Willump,60.15,266
Jungle,Fiddlesticks,Evelynn,45.5,222
Jungle,Fiddlesticks,Warwick,45.26,190
Jungle,Fiddlesticks,Poppy,46.07,178
Jungle,Fiddlesticks,Rek'Sai,57.06,170
Jungle,Fiddlesticks,Jarvan IV,52.44,164
Jungle,Fiddlesticks,Olaf,51.83,164
Jungle,Fiddlesticks,Rammus,50,164
Jungle,Fiddlesticks,Udyr,49.33,150
Jungle,Fiddlesticks,Hecarim,51.75,143
Jungle,Fiddlesticks,Volibear,45.65,138
Jungle,Fiddlesticks,Sejuani,56.25,112
Jungle,Fiddlesticks,Karthus,52.73,110
Jungle,Fiddlesticks,Vi,50,106
Jungle,Fiddlesticks,Taliyah,43.27,104
Jungle,Fiddlesticks,Lillia,68.63,102
Jungle,Fiddlesticks,Amumu,54.26,94
Jungle,Fiddlesticks,Gragas,65.22,92
Jungle,Fiddlesticks,Shyvana,54.32,81
Jungle,Fiddlesticks,Jax,51.52,66
Jungle,Fiddlesticks,Trundle,53.03,66
Jungle,Fiddlesticks,Gwen,48.33,60
Jungle,Fiddlesticks,Rengar,50.98,51
Top,Fiora,Aatrox,50.55,"2,451"
Top,Fiora,Sett,49.15,"1,652"
Top,Fiora,Sylas,52.49,"1,423"
Top,Fiora,Irelia,56.7,"1,201"
Top,Fiora,Malphite,44.24,920
Top,Fiora,Renekton,49.61,893
Top,Fiora,Shen,47.39,844
Top,Fiora,Akali,51.9,788
Top,Fiora,Gwen,56.61,696
Top,Fiora,Mordekaiser,51.9,686
Top,Fiora,Darius,50.45,672
Top,Fiora,Jax,50.64,624
Top,Fiora,Lee Sin,49.92,593
Top,Fiora,Garen,48.89,587
Top,Fiora,Ornn,47.59,580
Top,Fiora,Jayce,51.01,545
Top,Fiora,Riven,50.57,522
Top,Fiora,Gnar,52.62,477
Top,Fiora,Camille,46.64,476
Top,Fiora,Volibear,47.65,447
Top,Fiora,Kayle,46.06,432
Top,Fiora,Vladimir,47.3,370
Top,Fiora,Rumble,53.55,338
Top,Fiora,Teemo,49.08,326
Top,Fiora,Wukong,50.64,314
Top,Fiora,Sion,44.08,304
Top,Fiora,Nasus,45.95,296
Top,Fiora,Kled,50,276
Top,Fiora,Poppy,48.5,266
Top,Fiora,Gangplank,48.78,246
Top,Fiora,Urgot,47.86,234
Top,Fiora,Kennen,49.36,233
Top,Fiora,Vayne,49.78,225
Top,Fiora,Lucian,55.76,217
Top,Fiora,Viego,54.5,200
Top,Fiora,Warwick,53.01,166
Top,Fiora,Rengar,50,162
Top,Fiora,Cho'Gath,51.25,160
