,종목,코드,날짜,종가,상태,전일비,시가,고가,저가,거래량
11099,한올바이오파마,009420,2021.02.16,"24,150",하락,700,"24,750","25,050","23,850","982,275"
11100,한올바이오파마,009420,2021.02.15,"24,850",하락,850,"25,700","25,700","24,550","1,122,225"
11101,한올바이오파마,009420,2021.02.10,"25,700",하락,200,"25,800","26,150","25,500","582,853"
11102,한올바이오파마,009420,2021.02.09,"25,900",하락,150,"26,050","26,400","25,600","698,553"
11103,한올바이오파마,009420,2021.02.08,"26,050",상승,150,"26,050","27,150","25,050","1,664,966"
11104,한올바이오파마,009420,2021.02.05,"25,900",상승,550,"25,450","26,700","24,950","1,906,611"
11105,한올바이오파마,009420,2021.02.04,"25,350",상승,900,"25,300","25,850","24,700","3,092,483"
11106,한올바이오파마,009420,2021.02.03,"24,450",하락,"7,600","22,450","26,100","22,450","15,627,770"
11107,한올바이오파마,009420,2021.02.02,"32,050",하락,500,"32,950","33,000","31,950","342,072"
11108,한올바이오파마,009420,2021.02.01,"32,550",상승,350,"31,700","33,000","31,700","198,376"
11109,한올바이오파마,009420,2021.01.29,"32,200",하락,50,"32,650","33,000","31,500","287,360"
11110,한올바이오파마,009420,2021.01.28,"32,250",하락,"1,900","33,200","33,550","32,200","492,920"
11111,한올바이오파마,009420,2021.01.27,"34,150",하락,"1,000","35,150","35,150","34,150","237,899"
11112,한올바이오파마,009420,2021.01.26,"35,150",전진,0,"35,150","35,650","34,900","332,752"
11113,한올바이오파마,009420,2021.01.25,"35,150",상승,"1,050","34,350","35,500","33,950","310,981"
11114,한올바이오파마,009420,2021.01.22,"34,100",하락,500,"34,700","35,050","34,100","295,209"
11115,한올바이오파마,009420,2021.01.21,"34,600",하락,200,"34,800","35,100","34,250","276,460"
11116,한올바이오파마,009420,2021.01.20,"34,800",상승,"1,350","34,000","35,150","33,550","349,776"
11117,한올바이오파마,009420,2021.01.19,"33,450",상승,200,"33,500","34,150","32,650","358,985"
11118,한올바이오파마,009420,2021.01.18,"33,250",하락,"1,450","34,400","35,050","33,100","415,978"
11119,한올바이오파마,009420,2021.01.15,"34,700",상승,100,"34,800","35,800","34,500","405,018"
11120,한올바이오파마,009420,2021.01.14,"34,600",하락,800,"35,400","35,500","34,600","452,940"
11121,한올바이오파마,009420,2021.01.13,"35,400",하락,"1,150","36,550","36,550","34,950","593,183"
11122,한올바이오파마,009420,2021.01.12,"36,550",상승,800,"35,800","36,650","35,500","408,816"
11123,한올바이오파마,009420,2021.01.11,"35,750",하락,"1,850","37,350","37,400","35,550","796,482"
11124,한올바이오파마,009420,2021.01.08,"37,600",하락,"1,300","38,950","39,300","37,300","772,405"
11125,한올바이오파마,009420,2021.01.07,"38,900",하락,400,"39,600","39,800","38,200","767,972"
11126,한올바이오파마,009420,2021.01.06,"39,300",상승,"1,050","38,950","40,600","38,400","2,009,130"
11127,한올바이오파마,009420,2021.01.05,"38,250",상승,700,"37,200","38,250","36,600","681,993"
11128,한올바이오파마,009420,2021.01.04,"37,550",상승,50,"37,500","37,600","36,500","507,568"
11129,한올바이오파마,009420,2020.12.30,"37,500",전진,0,"37,550","38,250","37,000","471,825"
11130,한올바이오파마,009420,2020.12.29,"37,500",상승,"1,200","37,450","38,000","37,050","625,756"
11131,한올바이오파마,009420,2020.12.28,"36,300",하락,"1,050","37,450","37,600","35,700","958,204"
11132,한올바이오파마,009420,2020.12.24,"37,350",상승,100,"37,400","37,950","36,100","452,220"
11133,한올바이오파마,009420,2020.12.23,"37,250",상승,50,"37,500","38,600","37,100","654,967"
11134,한올바이오파마,009420,2020.12.22,"37,200",하락,"2,700","39,950","40,250","37,000","1,144,296"
11135,한올바이오파마,009420,2020.12.21,"39,900",상승,900,"39,500","40,400","38,650","1,141,110"
11136,한올바이오파마,009420,2020.12.18,"39,000",상승,"1,350","37,900","39,700","37,350","1,450,318"
11137,한올바이오파마,009420,2020.12.17,"37,650",상승,550,"37,150","37,900","36,250","434,789"
11138,한올바이오파마,009420,2020.12.16,"37,100",하락,700,"38,200","38,250","36,950","320,922"
11139,한올바이오파마,009420,2020.12.15,"37,800",상승,300,"37,150","37,950","36,200","432,949"
11140,한올바이오파마,009420,2020.12.14,"37,500",상승,"2,350","35,800","38,400","35,150","1,115,711"
11141,한올바이오파마,009420,2020.12.11,"35,150",하락,450,"35,750","36,550","35,050","573,034"
11142,한올바이오파마,009420,2020.12.10,"35,600",상승,200,"35,400","36,350","34,850","468,115"
11143,한올바이오파마,009420,2020.12.09,"35,400",하락,"1,200","36,750","37,100","34,950","583,331"
11144,한올바이오파마,009420,2020.12.08,"36,600",하락,"1,850","38,750","38,800","36,600","551,154"
11145,한올바이오파마,009420,2020.12.07,"38,450",상승,"1,050","37,950","38,600","36,700","695,464"
11146,한올바이오파마,009420,2020.12.04,"37,400",하락,250,"37,800","38,350","36,850","578,469"
11147,한일현대시멘트,006390,2021.03.12,"38,850",상승,"1,650","37,800","38,900","37,350","44,682"
11148,한일현대시멘트,006390,2021.03.11,"37,200",상승,400,"36,200","37,600","36,200","41,034"
11149,한일현대시멘트,006390,2021.03.10,"36,800",하락,400,"37,800","38,000","36,500","24,710"
11150,한일현대시멘트,006390,2021.03.09,"37,200",상승,100,"36,950","37,450","35,650","47,066"
11151,한일현대시멘트,006390,2021.03.08,"37,100",하락,400,"38,100","38,100","36,900","29,221"
11152,한일현대시멘트,006390,2021.03.05,"37,500",하락,400,"37,100","37,500","36,600","39,091"
11153,한일현대시멘트,006390,2021.03.04,"37,900",하락,650,"38,150","38,900","37,500","41,165"
11154,한일현대시멘트,006390,2021.03.03,"38,550",상승,200,"38,700","38,850","38,100","21,474"
11155,한일현대시멘트,006390,2021.03.02,"38,350",하락,350,"39,750","39,750","38,250","38,816"
11156,한일현대시멘트,006390,2021.02.26,"38,700",하락,600,"38,200","39,000","38,200","52,774"
11157,한일현대시멘트,006390,2021.02.25,"39,300",상승,"1,050","39,250","39,300","38,500","45,761"
11158,한일현대시멘트,006390,2021.02.24,"38,250",하락,"1,750","41,150","41,150","38,150","77,681"
11159,한일현대시멘트,006390,2021.02.23,"40,000",하락,600,"40,100","40,600","39,550","48,993"
11160,한일현대시멘트,006390,2021.02.22,"40,600",하락,"1,150","41,750","41,850","40,600","40,385"
11161,한일현대시멘트,006390,2021.02.19,"41,750",상승,900,"40,250","41,750","39,550","68,200"
11162,한일현대시멘트,006390,2021.02.18,"40,850",하락,"1,350","42,300","42,750","40,400","81,900"
11163,한일현대시멘트,006390,2021.02.17,"42,200",하락,"1,000","42,800","43,550","42,150","92,288"
11164,한일현대시멘트,006390,2021.02.16,"43,200",상승,300,"42,800","43,850","42,150","113,018"
11165,한일현대시멘트,006390,2021.02.15,"42,900",상승,"3,050","40,800","43,450","40,150","264,064"
11166,한일현대시멘트,006390,2021.02.10,"39,850",상승,"1,050","38,700","39,950","38,250","84,991"
11167,한일현대시멘트,006390,2021.02.09,"38,800",하락,50,"38,950","39,650","38,300","65,421"
11168,한일현대시멘트,006390,2021.02.08,"38,850",하락,350,"39,200","41,000","38,850","137,653"
11169,한일현대시멘트,006390,2021.02.05,"39,200",상승,150,"39,800","40,250","38,800","105,831"
11170,한일현대시멘트,006390,2021.02.04,"39,050",하락,750,"41,500","43,500","39,050","655,732"
11171,한일현대시멘트,006390,2021.02.03,"39,800",상승,"1,850","38,450","39,800","37,300","161,377"
11172,한일현대시멘트,006390,2021.02.02,"37,950",하락,200,"38,650","38,650","37,000","80,599"
11173,한일현대시멘트,006390,2021.02.01,"38,150",상승,"1,650","36,300","38,650","36,000","131,337"
11174,한일현대시멘트,006390,2021.01.29,"36,500",하락,"1,950","38,950","38,950","35,250","150,973"
11175,한일현대시멘트,006390,2021.01.28,"38,450",하락,650,"38,000","39,750","38,000","80,164"
11176,한일현대시멘트,006390,2021.01.27,"39,100",상승,950,"37,950","40,250","37,700","128,266"
11177,한일현대시멘트,006390,2021.01.26,"38,150",하락,300,"38,450","38,550","36,800","125,517"
11178,한일현대시멘트,006390,2021.01.25,"38,450",하락,500,"38,700","39,800","37,800","123,277"
11179,한일현대시멘트,006390,2021.01.22,"38,950",상승,"3,950","35,700","40,550","34,950","473,444"
11180,한일현대시멘트,006390,2021.01.21,"35,000",상승,"1,250","34,400","36,150","34,050","194,204"
11181,한일현대시멘트,006390,2021.01.20,"33,750",하락,100,"34,300","34,300","32,800","194,336"
11182,한일현대시멘트,006390,2021.01.19,"33,850",상승,"4,350","30,300","35,000","30,300","704,176"
11183,한일현대시멘트,006390,2021.01.18,"29,500",전진,0,"29,300","29,950","28,400","51,256"
11184,한일현대시멘트,006390,2021.01.15,"29,500",하락,850,"30,350","30,700","29,500","47,096"
11185,한일현대시멘트,006390,2021.01.14,"30,350",상승,50,"30,150","30,600","30,100","27,856"
11186,한일현대시멘트,006390,2021.01.13,"30,300",상승,100,"30,500","30,600","30,050","35,533"
11187,한일현대시멘트,006390,2021.01.12,"30,200",하락,100,"30,000","30,650","29,650","44,169"
11188,한일현대시멘트,006390,2021.01.11,"30,300",하락,300,"30,650","30,850","29,500","113,167"
11189,한일현대시멘트,006390,2021.01.08,"30,600",하락,450,"31,050","31,600","30,500","66,182"
11190,한일현대시멘트,006390,2021.01.07,"31,050",상승,750,"30,500","31,350","30,300","58,503"
11191,한일현대시멘트,006390,2021.01.06,"30,300",하락,300,"31,000","31,400","30,050","69,501"
11192,한일현대시멘트,006390,2021.01.05,"30,600",상승,"1,050","29,350","30,700","28,750","101,286"
11193,한일현대시멘트,006390,2021.01.04,"29,550",하락,150,"29,800","29,850","28,900","67,267"
11194,한일현대시멘트,006390,2020.12.30,"29,700",상승,750,"29,000","29,750","28,750","52,586"
11195,한일현대시멘트,006390,2020.12.29,"28,950",상승,50,"28,400","28,950","28,050","34,783"
11196,한일현대시멘트,006390,2020.12.28,"28,900",전진,0,"28,900","29,300","28,700","53,943"
11197,한일현대시멘트,006390,2020.12.24,"28,900",상승,900,"28,000","29,000","27,850","35,156"
11198,한일현대시멘트,006390,2020.12.23,"28,000",전진,0,"28,300","28,300","27,300","26,944"
11199,한일현대시멘트,006390,2020.12.22,"28,000",하락,800,"28,800","28,800","27,950","27,729"
11200,한일현대시멘트,006390,2020.12.21,"28,800",상승,100,"29,000","29,000","28,250","23,787"
11201,한일현대시멘트,006390,2020.12.18,"28,700",상승,250,"28,450","28,700","28,200","30,878"
11202,한일현대시멘트,006390,2020.12.17,"28,450",하락,250,"28,600","28,700","28,100","27,436"
11203,한일현대시멘트,006390,2020.12.16,"28,700",상승,300,"28,400","29,350","28,350","43,943"
11204,한일현대시멘트,006390,2020.12.15,"28,400",하락,800,"29,050","29,200","28,250","48,968"
11205,한일현대시멘트,006390,2020.12.14,"29,200",하락,650,"30,000","30,000","28,900","48,098"
11206,한일현대시멘트,006390,2020.12.11,"29,850",상승,250,"30,000","30,300","29,050","53,627"
11207,한일현대시멘트,006390,2020.12.10,"29,600",상승,"1,350","27,800","30,100","27,800","108,971"
11208,한일현대시멘트,006390,2020.12.09,"28,250",상승,350,"28,000","28,750","27,900","38,079"
11209,한일현대시멘트,006390,2020.12.08,"27,900",하락,600,"28,900","29,100","27,800","54,295"
11210,한일현대시멘트,006390,2020.12.07,"28,500",상승,"1,000","28,600","28,900","27,700","110,436"
11211,한일현대시멘트,006390,2020.12.04,"27,500",상승,"1,250","26,500","27,700","26,350","75,175"
11212,한전KPS,051600,2021.03.12,"28,050",상승,50,"28,050","28,200","27,950","154,224"
11213,한전KPS,051600,2021.03.11,"28,000",하락,50,"28,050","28,150","27,800","159,927"
11214,한전KPS,051600,2021.03.10,"28,050",상승,250,"28,000","28,100","27,850","213,476"
11215,한전KPS,051600,2021.03.09,"27,800",상승,150,"27,900","28,100","27,600","228,008"
11216,한전KPS,051600,2021.03.08,"27,650",하락,150,"27,850","27,900","27,650","142,624"
11217,한전KPS,051600,2021.03.05,"27,800",상승,50,"27,550","27,900","27,400","194,660"
11218,한전KPS,051600,2021.03.04,"27,750",상승,150,"27,450","27,750","27,200","165,357"
11219,한전KPS,051600,2021.03.03,"27,600",상승,400,"27,200","27,750","27,100","205,611"
11220,한전KPS,051600,2021.03.02,"27,200",상승,350,"27,100","27,200","26,850","132,792"
11221,한전KPS,051600,2021.02.26,"26,850",하락,400,"27,000","27,050","26,700","301,203"
11222,한전KPS,051600,2021.02.25,"27,250",상승,200,"27,250","27,250","27,000","163,434"
11223,한전KPS,051600,2021.02.24,"27,050",하락,200,"27,250","27,400","27,000","188,634"
11224,한전KPS,051600,2021.02.23,"27,250",하락,200,"27,350","27,500","27,150","159,729"
11225,한전KPS,051600,2021.02.22,"27,450",상승,100,"27,450","27,850","27,400","141,019"
11226,한전KPS,051600,2021.02.19,"27,350",하락,300,"27,650","27,800","27,250","250,776"
11227,한전KPS,051600,2021.02.18,"27,650",하락,300,"27,950","28,000","27,650","177,261"
11228,한전KPS,051600,2021.02.17,"27,950",하락,100,"28,000","28,100","27,850","137,767"
11229,한전KPS,051600,2021.02.16,"28,050",하락,50,"28,150","28,150","27,900","121,801"
11230,한전KPS,051600,2021.02.15,"28,100",전진,0,"28,150","28,300","28,000","145,718"
11231,한전KPS,051600,2021.02.10,"28,100",상승,150,"27,950","28,150","27,700","176,170"
11232,한전KPS,051600,2021.02.09,"27,950",전진,0,"28,100","28,200","27,950","149,496"
11233,한전KPS,051600,2021.02.08,"27,950",상승,50,"27,950","28,200","27,900","222,435"
11234,한전KPS,051600,2021.02.05,"27,900",상승,400,"27,750","27,950","27,600","142,618"
11235,한전KPS,051600,2021.02.04,"27,500",하락,250,"27,800","27,950","27,450","144,953"
11236,한전KPS,051600,2021.02.03,"27,750",하락,50,"28,000","28,100","27,600","138,229"
11237,한전KPS,051600,2021.02.02,"27,800",상승,600,"27,150","27,800","27,100","177,600"
11238,한전KPS,051600,2021.02.01,"27,200",상승,100,"27,000","27,250","26,850","147,834"
11239,한전KPS,051600,2021.01.29,"27,100",하락,350,"27,450","27,450","26,950","268,524"
11240,한전KPS,051600,2021.01.28,"27,450",하락,250,"27,500","27,550","27,100","333,554"
11241,한전KPS,051600,2021.01.27,"27,700",하락,300,"28,000","28,150","27,700","268,163"
11242,한전KPS,051600,2021.01.26,"28,000",하락,150,"28,150","28,200","27,950","231,703"
11243,한전KPS,051600,2021.01.25,"28,150",상승,150,"28,050","28,200","28,000","203,639"
11244,한전KPS,051600,2021.01.22,"28,000",상승,50,"28,000","28,300","27,850","207,964"
11245,한전KPS,051600,2021.01.21,"27,950",하락,50,"28,000","28,200","27,900","196,475"
11246,한전KPS,051600,2021.01.20,"28,000",하락,200,"28,200","28,250","27,900","214,736"
11247,한전KPS,051600,2021.01.19,"28,200",상승,100,"28,200","28,250","27,900","168,540"
11248,한전KPS,051600,2021.01.18,"28,100",하락,150,"28,050","28,250","27,900","272,911"
11249,한전KPS,051600,2021.01.15,"28,250",하락,100,"28,450","28,550","28,200","227,137"
11250,한전KPS,051600,2021.01.14,"28,350",하락,50,"28,400","28,500","28,250","193,401"
11251,한전KPS,051600,2021.01.13,"28,400",상승,150,"28,350","28,550","28,200","214,886"
11252,한전KPS,051600,2021.01.12,"28,250",전진,0,"28,250","28,450","28,100","262,549"
11253,한전KPS,051600,2021.01.11,"28,250",하락,700,"28,800","28,850","28,150","510,956"
11254,한전KPS,051600,2021.01.08,"28,950",하락,100,"29,200","29,250","28,750","444,512"
11255,한전KPS,051600,2021.01.07,"29,050",상승,100,"29,000","29,250","28,950","387,611"
11256,한전KPS,051600,2021.01.06,"28,950",하락,100,"28,950","29,100","28,750","375,682"
11257,한전KPS,051600,2021.01.05,"29,050",하락,150,"29,100","29,200","28,650","436,419"
11258,한전KPS,051600,2021.01.04,"29,200",하락,500,"29,700","29,700","29,100","419,048"
11259,한전KPS,051600,2020.12.30,"29,700",상승,100,"29,600","29,950","29,250","278,456"
11260,한전KPS,051600,2020.12.29,"29,600",하락,"1,600","29,900","30,000","29,350","654,841"
11261,한전KPS,051600,2020.12.28,"31,200",상승,550,"31,100","31,200","30,900","678,664"
11262,한전KPS,051600,2020.12.24,"30,650",상승,200,"30,200","30,800","30,200","407,242"
11263,한전KPS,051600,2020.12.23,"30,450",상승,300,"30,250","30,700","30,100","273,868"
11264,한전KPS,051600,2020.12.22,"30,150",하락,950,"31,100","31,250","30,050","439,030"
11265,한전KPS,051600,2020.12.21,"31,100",하락,550,"32,150","32,250","31,100","567,426"
11266,한전KPS,051600,2020.12.18,"31,650",상승,"1,400","30,450","32,150","30,400","1,462,255"
11267,한전KPS,051600,2020.12.17,"30,250",상승,250,"30,050","30,500","29,950","333,504"
11268,한전KPS,051600,2020.12.16,"30,000",상승,150,"29,900","30,000","29,800","186,250"
11269,한전KPS,051600,2020.12.15,"29,850",하락,250,"30,000","30,100","29,600","305,503"
11270,한전KPS,051600,2020.12.14,"30,100",하락,250,"30,100","30,250","29,950","261,035"
11271,한전KPS,051600,2020.12.11,"30,350",상승,200,"30,350","30,650","30,000","398,490"
11272,한전KPS,051600,2020.12.10,"30,150",상승,750,"29,400","30,400","29,200","753,390"
11273,한전KPS,051600,2020.12.09,"29,400",상승,400,"29,000","29,450","29,000","186,498"
11274,한전KPS,051600,2020.12.08,"29,000",하락,200,"29,200","29,200","28,900","159,214"
11275,한전KPS,051600,2020.12.07,"29,200",하락,100,"29,200","29,250","29,050","155,987"
11276,한전KPS,051600,2020.12.04,"29,300",상승,50,"29,250","29,350","29,100","217,714"
11277,한전기술,052690,2021.03.12,"20,350",하락,50,"20,550","20,550","20,100","218,503"
11278,한전기술,052690,2021.03.11,"20,400",상승,550,"19,650","20,700","19,350","446,639"
11279,한전기술,052690,2021.03.10,"19,850",하락,200,"20,050","20,300","19,750","164,408"
11280,한전기술,052690,2021.03.09,"20,050",상승,100,"20,100","20,800","19,800","479,306"
11281,한전기술,052690,2021.03.08,"19,950",상승,200,"19,800","20,150","19,450","372,430"
11282,한전기술,052690,2021.03.05,"19,750",상승,650,"19,100","20,450","18,650","990,352"
11283,한전기술,052690,2021.03.04,"19,100",상승,"1,350","17,650","19,300","17,550","973,605"
11284,한전기술,052690,2021.03.03,"17,750",상승,50,"17,700","17,900","17,600","98,170"
11285,한전기술,052690,2021.03.02,"17,700",상승,200,"17,650","17,900","17,550","104,888"
11286,한전기술,052690,2021.02.26,"17,500",하락,50,"17,350","17,500","17,050","134,596"
11287,한전기술,052690,2021.02.25,"17,550",상승,100,"17,600","17,700","17,400","122,653"
11288,한전기술,052690,2021.02.24,"17,450",하락,600,"18,100","18,150","17,400","187,083"
11289,한전기술,052690,2021.02.23,"18,050",상승,200,"17,850","18,100","17,600","123,775"
11290,한전기술,052690,2021.02.22,"17,850",전진,0,"17,950","18,050","17,800","102,251"
11291,한전기술,052690,2021.02.19,"17,850",하락,150,"18,000","18,200","17,450","205,207"
11292,한전기술,052690,2021.02.18,"18,000",전진,0,"18,100","18,300","17,950","134,804"
11293,한전기술,052690,2021.02.17,"18,000",하락,450,"18,300","18,350","17,950","227,189"
11294,한전기술,052690,2021.02.16,"18,450",전진,0,"18,450","18,550","18,200","153,848"
11295,한전기술,052690,2021.02.15,"18,450",상승,550,"18,050","18,650","17,950","370,318"
11296,한전기술,052690,2021.02.10,"17,900",상승,150,"17,800","18,050","17,600","132,683"
11297,한전기술,052690,2021.02.09,"17,750",하락,250,"18,100","18,200","17,700","163,942"
11298,한전기술,052690,2021.02.08,"18,000",상승,250,"18,000","18,250","17,700","249,554"
11299,한전기술,052690,2021.02.05,"17,750",상승,50,"17,750","18,200","17,700","199,562"
11300,한전기술,052690,2021.02.04,"17,700",상승,50,"17,750","17,750","17,400","99,123"
11301,한전기술,052690,2021.02.03,"17,650",전진,0,"17,950","18,000","17,550","171,283"
11302,한전기술,052690,2021.02.02,"17,650",상승,500,"17,200","17,800","17,100","234,530"
11303,한전기술,052690,2021.02.01,"17,150",상승,100,"17,050","17,350","16,900","121,875"
11304,한전기술,052690,2021.01.29,"17,050",전진,0,"17,150","17,250","16,900","183,926"
11305,한전기술,052690,2021.01.28,"17,050",하락,350,"17,200","17,200","16,850","147,088"
11306,한전기술,052690,2021.01.27,"17,400",하락,450,"17,850","17,950","17,350","169,379"
11307,한전기술,052690,2021.01.26,"17,850",상승,450,"17,500","17,850","17,450","198,571"
11308,한전기술,052690,2021.01.25,"17,400",상승,100,"17,300","17,600","17,150","206,363"
11309,한전기술,052690,2021.01.22,"17,300",상승,200,"17,150","18,000","17,050","431,937"
11310,한전기술,052690,2021.01.21,"17,100",상승,100,"17,000","17,200","16,850","190,825"
11311,한전기술,052690,2021.01.20,"17,000",상승,50,"17,000","17,050","16,750","118,454"
11312,한전기술,052690,2021.01.19,"16,950",상승,150,"17,050","17,050","16,700","119,809"
11313,한전기술,052690,2021.01.18,"16,800",하락,250,"17,050","17,150","16,500","200,968"
11314,한전기술,052690,2021.01.15,"17,050",하락,350,"17,400","17,500","16,950","194,097"
11315,한전기술,052690,2021.01.14,"17,400",상승,150,"17,300","17,450","17,100","158,837"
11316,한전기술,052690,2021.01.13,"17,250",하락,150,"17,500","17,600","17,150","201,999"
11317,한전기술,052690,2021.01.12,"17,400",하락,350,"17,700","17,750","17,300","185,496"
11318,한전기술,052690,2021.01.11,"17,750",하락,550,"18,500","18,500","17,450","355,224"
11319,한전기술,052690,2021.01.08,"18,300",상승,250,"18,150","18,550","18,100","385,244"
11320,한전기술,052690,2021.01.07,"18,050",상승,50,"18,000","18,200","17,850","221,474"
11321,한전기술,052690,2021.01.06,"18,000",하락,200,"18,200","18,300","17,900","208,923"
11322,한전기술,052690,2021.01.05,"18,200",상승,100,"18,000","18,250","17,850","242,252"
11323,한전기술,052690,2021.01.04,"18,100",상승,250,"18,000","18,150","17,700","218,242"
11324,한전기술,052690,2020.12.30,"17,850",상승,350,"17,700","18,200","17,600","215,212"
11325,한전기술,052690,2020.12.29,"17,500",하락,350,"17,950","18,000","17,350","229,258"
11326,한전기술,052690,2020.12.28,"17,850",상승,450,"17,600","18,100","17,500","310,668"
11327,한전기술,052690,2020.12.24,"17,400",상승,50,"17,300","17,450","17,100","174,049"
11328,한전기술,052690,2020.12.23,"17,350",상승,300,"17,150","17,500","17,100","275,001"
11329,한전기술,052690,2020.12.22,"17,050",하락,900,"17,850","17,900","17,050","273,057"
11330,한전기술,052690,2020.12.21,"17,950",하락,400,"18,450","19,000","17,800","539,157"
11331,한전기술,052690,2020.12.18,"18,350",상승,"1,100","17,400","18,950","17,400","1,537,208"
11332,한전기술,052690,2020.12.17,"17,250",상승,250,"17,200","17,350","16,950","177,706"
11333,한전기술,052690,2020.12.16,"17,000",상승,50,"16,950","17,150","16,800","90,064"
11334,한전기술,052690,2020.12.15,"16,950",전진,0,"16,850","17,000","16,750","99,518"
11335,한전기술,052690,2020.12.14,"16,950",하락,150,"17,050","17,150","16,800","85,592"
11336,한전기술,052690,2020.12.11,"17,100",상승,50,"17,250","17,350","16,950","162,802"
11337,한전기술,052690,2020.12.10,"17,050",상승,200,"16,950","17,400","16,700","308,691"
11338,한전기술,052690,2020.12.09,"16,850",상승,200,"16,650","16,850","16,600","61,669"
11339,한전기술,052690,2020.12.08,"16,650",하락,50,"16,600","16,900","16,550","86,679"
11340,한전기술,052690,2020.12.07,"16,700",하락,150,"16,900","16,900","16,500","83,515"
11341,한전기술,052690,2020.12.04,"16,850",하락,50,"17,050","17,050","16,650","97,165"
11342,한진칼,180640,2021.03.12,"59,000",상승,700,"58,800","59,400","58,300","36,169"
11343,한진칼,180640,2021.03.11,"58,300",상승,500,"57,800","58,900","57,400","61,040"
11344,한진칼,180640,2021.03.10,"57,800",하락,600,"58,800","59,200","57,600","56,955"
11345,한진칼,180640,2021.03.09,"58,400",하락,200,"58,800","61,000","58,300","113,264"
11346,한진칼,180640,2021.03.08,"58,600",상승,100,"58,500","59,100","58,100","48,922"
11347,한진칼,180640,2021.03.05,"58,500",하락,"1,500","59,300","59,900","58,500","78,206"
11348,한진칼,180640,2021.03.04,"60,000",하락,700,"60,300","60,500","59,300","69,716"
11349,한진칼,180640,2021.03.03,"60,700",상승,"1,400","59,200","61,200","59,200","85,352"
11350,한진칼,180640,2021.03.02,"59,300",하락,"1,300","60,700","60,700","59,100","97,361"
11351,한진칼,180640,2021.02.26,"60,600",하락,700,"60,100","60,600","59,400","92,606"
11352,한진칼,180640,2021.02.25,"61,300",상승,"1,400","60,300","61,700","59,500","135,420"
11353,한진칼,180640,2021.02.24,"59,900",상승,"1,700","58,000","62,300","57,200","270,419"
11354,한진칼,180640,2021.02.23,"58,200",하락,400,"59,400","59,800","58,100","127,647"
11355,한진칼,180640,2021.02.22,"58,600",상승,"1,200","57,500","69,700","56,700","730,360"
11356,한진칼,180640,2021.02.19,"57,400",상승,400,"56,100","57,500","56,100","67,162"
11357,한진칼,180640,2021.02.18,"57,000",하락,"1,800","58,600","58,800","56,800","153,078"
11358,한진칼,180640,2021.02.17,"58,800",하락,"1,500","60,100","60,100","58,600","124,740"
11359,한진칼,180640,2021.02.16,"60,300",하락,300,"60,200","61,000","60,100","58,536"
11360,한진칼,180640,2021.02.15,"60,600",상승,100,"60,600","61,100","60,100","64,133"
11361,한진칼,180640,2021.02.10,"60,500",전진,0,"60,300","61,000","60,100","53,257"
11362,한진칼,180640,2021.02.09,"60,500",하락,300,"60,700","61,100","60,500","64,020"
11363,한진칼,180640,2021.02.08,"60,800",하락,300,"60,600","61,700","60,600","60,244"
11364,한진칼,180640,2021.02.05,"61,100",전진,0,"61,200","61,800","60,700","51,649"
11365,한진칼,180640,2021.02.04,"61,100",하락,"1,700","62,100","62,500","61,000","83,699"
11366,한진칼,180640,2021.02.03,"62,800",전진,0,"63,000","63,200","62,000","79,152"
11367,한진칼,180640,2021.02.02,"62,800",상승,"1,300","61,500","62,900","61,100","73,530"
11368,한진칼,180640,2021.02.01,"61,500",상승,500,"60,100","61,800","60,000","71,484"
11369,한진칼,180640,2021.01.29,"61,000",하락,"1,100","61,800","62,400","60,000","91,661"
11370,한진칼,180640,2021.01.28,"62,100",하락,"1,100","62,500","63,200","61,900","82,501"
11371,한진칼,180640,2021.01.27,"63,200",하락,200,"63,500","64,300","63,200","71,730"
11372,한진칼,180640,2021.01.26,"63,400",하락,"1,600","64,700","65,300","63,400","102,044"
11373,한진칼,180640,2021.01.25,"65,000",상승,"1,000","63,700","65,700","63,700","92,006"
11374,한진칼,180640,2021.01.22,"64,000",하락,"1,000","64,500","65,300","63,000","122,577"
11375,한진칼,180640,2021.01.21,"65,000",하락,800,"65,500","65,800","64,800","69,886"
11376,한진칼,180640,2021.01.20,"65,800",상승,600,"64,800","65,900","64,000","110,983"
11377,한진칼,180640,2021.01.19,"65,200",상승,800,"63,600","65,800","63,600","92,785"
11378,한진칼,180640,2021.01.18,"64,400",하락,"2,000","66,300","66,900","63,800","121,929"
11379,한진칼,180640,2021.01.15,"66,400",하락,"1,100","67,700","69,100","65,500","152,916"
11380,한진칼,180640,2021.01.14,"67,500",하락,100,"67,000","69,100","66,900","147,992"
11381,한진칼,180640,2021.01.13,"67,600",하락,500,"68,700","68,700","67,500","146,377"
11382,한진칼,180640,2021.01.12,"68,100",상승,400,"67,500","68,500","66,300","281,613"
11383,한진칼,180640,2021.01.11,"67,700",상승,"2,300","65,400","71,000","63,100","1,097,795"
11384,한진칼,180640,2021.01.08,"65,400",상승,"1,800","63,600","66,400","63,100","288,199"
11385,한진칼,180640,2021.01.07,"63,600",상승,100,"63,300","64,500","63,200","131,606"
11386,한진칼,180640,2021.01.06,"63,500",하락,900,"64,900","64,900","62,900","213,557"
11387,한진칼,180640,2021.01.05,"64,400",상승,"2,100","61,800","67,900","61,000","499,010"
11388,한진칼,180640,2021.01.04,"62,300",하락,800,"63,200","63,200","61,200","149,828"
